ID,Problem Name,Likes,Dislikes,"Like
Ratio",Topics,Difficulty,Accepted,Submissions,"Accept
Rate"
987,Vertical Order Traversal of a Binary Tree,8373,4383,65.60%,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree",Hard,642947,1230127,52.30%
150,Evaluate Reverse Polish Notation,8318,1160,87.80%,"Array, Math, Stack",Medium,1489516,2676245,55.70%
232,Implement Queue using Stacks,8317,469,94.70%,"Stack, Design, Queue",Easy,1287723,1878400,68.60%
852,Peak Index in a Mountain Array,8218,1939,80.90%,"Array, Binary Search",Medium,1074756,1597925,67.30%
743,Network Delay Time,8106,388,95.40%,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path",Medium,741720,1267836,58.50%
12,Integer to Roman,8096,5688,58.70%,"Hash Table, Math, String",Medium,1859593,2681445,69.40%
417,Pacific Atlantic Water Flow,8042,1651,83.00%,"Array, Depth-First Search, Breadth-First Search, Matrix",Medium,642126,1105561,58.10%
350,Intersection of Two Arrays II,8008,1002,88.90%,"Array, Hash Table, Two Pointers, Binary Search, Sorting",Easy,1615517,2725783,59.30%
211,Design Add and Search Words Data Structure,7955,486,94.20%,"String, Depth-First Search, Design, Trie",Medium,809930,1705634,47.50%
581,Shortest Unsorted Continuous Subarray,7931,272,96.70%,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack",Medium,369056,980681,37.60%
692,Top K Frequent Words,7913,369,95.50%,"Array, Hash Table, String, Trie, Sorting, Heap (Priority Queue), Bucket Sort, Counting",Medium,731024,1226703,59.60%
452,Minimum Number of Arrows to Burst Balloons,7908,264,96.80%,"Array, Greedy, Sorting",Medium,708184,1165826,60.70%
80,Remove Duplicates from Sorted Array II,7857,1474,84.20%,"Array, Two Pointers",Medium,1682750,2650589,63.50%
188,Best Time to Buy and Sell Stock IV,7855,221,97.30%,"Array, Dynamic Programming",Hard,638939,1324903,48.20%
86,Partition List,7844,960,89.10%,"Linked List, Two Pointers",Medium,813790,1364943,59.60%
95,Unique Binary Search Trees II,7843,571,93.20%,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree",Medium,533121,873954,61.00%
740,Delete and Earn,7830,396,95.20%,"Array, Hash Table, Dynamic Programming",Medium,415445,730386,56.90%
844,Backspace String Compare,7800,375,95.40%,"Two Pointers, String, Stack, Simulation",Easy,974647,1965887,49.60%
290,Word Pattern,7773,1116,87.40%,"Hash Table, String",Easy,997727,2301894,43.30%
109,Convert Sorted List to Binary Search Tree,7760,169,97.90%,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree",Medium,632231,971525,65.10%
231,Power of Two,7695,483,94.10%,"Math, Bit Manipulation, Recursion",Easy,1950825,3950520,49.40%
1048,Longest String Chain,7673,266,96.60%,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting",Medium,490848,786405,62.40%
111,Minimum Depth of Binary Tree,7668,1353,85.00%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",Easy,1513941,2948613,51.30%
377,Combination Sum IV,7661,692,91.70%,"Array, Dynamic Programming",Medium,568794,1038857,54.80%
974,Subarray Sums Divisible by K,7618,338,95.80%,"Array, Hash Table, Prefix Sum",Medium,427398,766700,55.70%
1539,Kth Missing Positive Number,7593,541,93.30%,"Array, Binary Search",Easy,724766,1155150,62.70%
145,Binary Tree Postorder Traversal,7563,222,97.10%,"Stack, Tree, Depth-First Search, Binary Tree",Easy,1753906,2290018,76.60%
797,All Paths From Source to Target,7517,150,98.00%,"Backtracking, Depth-First Search, Breadth-First Search, Graph",Medium,634801,762255,83.30%
456,132 Pattern,7508,459,94.20%,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set",Medium,302497,883068,34.30%
43,Multiply Strings,7501,3585,67.70%,"Math, String, Simulation",Medium,1029514,2413225,42.70%
714,Best Time to Buy and Sell Stock with Transaction Fee,7498,229,97.00%,"Array, Dynamic Programming, Greedy",Medium,519203,730082,71.10%
140,Word Break II,7451,543,93.20%,"Array, Hash Table, String, Dynamic Programming, Backtracking, Trie, Memoization",Hard,768809,1419620,54.20%
721,Accounts Merge,7444,1275,85.40%,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, Sorting",Medium,559821,929803,60.20%
698,Partition to K Equal Sum Subsets,7416,544,93.20%,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",Medium,319751,836862,38.20%
713,Subarray Product Less Than K,7282,230,96.90%,"Array, Binary Search, Sliding Window, Prefix Sum",Medium,530248,996159,53.20%
1249,Minimum Remove to Make Valid Parentheses,7258,161,97.80%,"String, Stack",Medium,985358,1388291,71.00%
406,Queue Reconstruction by Height,7202,747,90.60%,"Array, Binary Indexed Tree, Segment Tree, Sorting",Medium,330898,445258,74.30%
115,Distinct Subsequences,7180,315,95.80%,"String, Dynamic Programming",Hard,601403,1186304,50.70%
1091,Shortest Path in Binary Matrix,7175,267,96.40%,"Array, Breadth-First Search, Matrix",Medium,741609,1470339,50.40%
938,Range Sum of BST,7171,388,94.90%,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",Easy,1286941,1470709,87.50%
1235,Maximum Profit in Job Scheduling,7169,118,98.40%,"Array, Binary Search, Dynamic Programming, Sorting",Hard,384983,706697,54.50%
253,Meeting Rooms II,7162,174,97.60%,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum",Medium,1084113,2073971,52.30%
673,Number of Longest Increasing Subsequence,7160,283,96.20%,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree",Medium,304484,601772,50.60%
463,Island Perimeter,7153,411,94.60%,"Array, Depth-First Search, Breadth-First Search, Matrix",Easy,760464,1030498,73.80%
605,Can Place Flowers,7153,1298,84.60%,"Array, Greedy",Easy,1252190,4324457,29.00%
653,Two Sum IV - Input is a BST,7134,288,96.10%,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree",Easy,699395,1117008,62.60%
918,Maximum Sum Circular Subarray,7108,332,95.50%,"Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue",Medium,364589,753863,48.40%
60,Permutation Sequence,7092,494,93.50%,"Math, Recursion",Hard,507327,1000844,50.70%
28,Find the Index of the First Occurrence in a String,7062,530,93.00%,"Two Pointers, String, String Matching",Easy,3564654,7838773,45.50%
257,Binary Tree Paths,7040,334,95.50%,"String, Backtracking, Tree, Depth-First Search, Binary Tree",Easy,921627,1370567,67.20%
718,Maximum Length of Repeated Subarray,7002,177,97.50%,"Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function",Medium,345826,676659,51.10%
219,Contains Duplicate II,6998,3265,68.20%,"Array, Hash Table, Sliding Window",Easy,1488471,2996790,49.70%
684,Redundant Connection,6988,442,94.10%,"Depth-First Search, Breadth-First Search, Union Find, Graph",Medium,581704,870952,66.80%
901,Online Stock Span,6985,480,93.60%,"Stack, Design, Monotonic Stack, Data Stream",Medium,507873,746310,68.10%
191,Number of 1 Bits,6951,1358,83.70%,"Divide and Conquer, Bit Manipulation",Easy,1908416,2535411,75.30%
912,Sort an Array,6946,833,89.30%,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Merge Sort, Bucket Sort, Radix Sort, Counting Sort",Medium,983239,1748538,56.20%
1047,Remove All Adjacent Duplicates In String,6928,271,96.20%,"String, Stack",Easy,772335,1071897,72.10%
997,Find the Town Judge,6855,623,91.70%,"Array, Hash Table, Graph",Easy,698209,1390039,50.20%
931,Minimum Falling Path Sum,6830,168,97.60%,"Array, Dynamic Programming, Matrix",Medium,599456,983829,60.90%
1423,Maximum Points You Can Obtain from Cards,6818,295,95.90%,"Array, Sliding Window, Prefix Sum",Medium,440400,779986,56.50%
802,Find Eventual Safe States,6780,512,93.00%,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",Medium,501065,721116,69.50%
224,Basic Calculator,6766,543,92.60%,"Math, String, Stack, Recursion",Hard,633106,1374139,46.10%
264,Ugly Number II,6763,429,94.00%,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)",Medium,506390,1026384,49.30%
59,Spiral Matrix II,6759,277,96.10%,"Array, Matrix, Simulation",Medium,725009,981113,73.90%
493,Reverse Pairs,6746,290,95.90%,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",Hard,303220,924055,32.80%
678,Valid Parenthesis String,6744,213,96.90%,"String, Dynamic Programming, Stack, Greedy",Medium,521939,1326363,39.40%
523,Continuous Subarray Sum,6727,708,90.50%,"Array, Hash Table, Math, Prefix Sum",Medium,710434,2291173,31.00%
368,Largest Divisible Subset,6726,326,95.40%,"Array, Math, Dynamic Programming, Sorting",Medium,465725,949142,49.10%
881,Boats to Save People,6722,172,97.50%,"Array, Two Pointers, Greedy, Sorting",Medium,505502,832254,60.70%
373,Find K Pairs with Smallest Sums,6721,480,93.30%,"Array, Heap (Priority Queue)",Medium,398820,973410,41.00%
459,Repeated Substring Pattern,6712,552,92.40%,"String, String Matching",Easy,552940,1172093,47.20%
289,Game of Life,6698,609,91.70%,"Array, Matrix, Simulation",Medium,592217,824928,71.80%
225,Implement Stack using Queues,6675,1269,84.00%,"Stack, Design, Queue",Easy,992298,1453828,68.30%
992,Subarrays with K Different Integers,6669,110,98.40%,"Array, Hash Table, Sliding Window, Counting",Hard,333422,499533,66.70%
260,Single Number III,6659,274,96.00%,"Array, Bit Manipulation",Medium,550114,780848,70.50%
349,Intersection of Two Arrays,6607,2329,73.90%,"Array, Hash Table, Two Pointers, Binary Search, Sorting",Easy,1633081,2124488,76.90%
1008,Construct Binary Search Tree from Preorder Traversal,6605,91,98.60%,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree",Medium,492419,588137,83.70%
395,Longest Substring with At Least K Repeating Characters,6580,560,92.20%,"Hash Table, String, Divide and Conquer, Sliding Window",Medium,274328,601089,45.60%
1192,Critical Connections in a Network,6572,190,97.20%,"Depth-First Search, Graph, Biconnected Component",Hard,295479,504434,58.60%
1631,Path With Minimum Effort,6562,228,96.60%,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix",Medium,392074,631194,62.10%
841,Keys and Rooms,6521,296,95.70%,"Depth-First Search, Breadth-First Search, Graph",Medium,617514,823086,75.00%
227,Basic Calculator II,6482,938,87.40%,"Math, String, Stack",Medium,874526,1894553,46.20%
216,Combination Sum III,6473,121,98.20%,"Array, Backtracking",Medium,716137,989527,72.40%
1046,Last Stone Weight,6460,151,97.70%,"Array, Heap (Priority Queue)",Easy,819634,1240216,66.10%
485,Max Consecutive Ones,6421,478,93.10%,Array,Easy,1823393,2882837,63.20%
126,Word Ladder II,6396,817,88.70%,"Hash Table, String, Backtracking, Breadth-First Search",Hard,428574,1573624,27.20%
700,Search in a Binary Search Tree,6377,208,96.80%,"Tree, Binary Search Tree, Binary Tree",Easy,1238854,1508841,82.10%
354,Russian Doll Envelopes,6335,164,97.50%,"Array, Binary Search, Dynamic Programming, Sorting",Hard,268373,716410,37.50%
71,Simplify Path,6279,1381,82.00%,"String, Stack",Medium,1164734,2389730,48.70%
701,Insert into a Binary Search Tree,6266,186,97.10%,"Tree, Binary Search Tree, Binary Tree",Medium,759992,1035951,73.40%
947,Most Stones Removed with Same Row or Column,6266,703,89.90%,"Hash Table, Depth-First Search, Union Find, Graph",Medium,368216,589780,62.40%
241,Different Ways to Add Parentheses,6249,391,94.10%,"Math, String, Dynamic Programming, Recursion, Memoization",Medium,357612,492386,72.60%
703,Kth Largest Element in a Stream,6234,3984,61.00%,"Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream",Easy,876515,1454974,60.20%
409,Longest Palindrome,6229,438,93.40%,"Hash Table, String, Greedy",Easy,965856,1735635,55.60%
332,Reconstruct Itinerary,6211,1916,76.40%,"Depth-First Search, Graph, Eulerian Circuit",Hard,512463,1168914,43.80%
1448,Count Good Nodes in Binary Tree,6203,203,96.80%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",Medium,774670,1052402,73.60%
1642,Furthest Building You Can Reach,6136,148,97.60%,"Array, Greedy, Heap (Priority Queue)",Medium,258485,512127,50.50%
460,LFU Cache,6128,342,94.70%,"Hash Table, Linked List, Design, Doubly-Linked List",Hard,330026,695642,47.40%
557,Reverse Words in a String III,6122,252,96.00%,"Two Pointers, String",Easy,1058463,1263821,83.80%
218,The Skyline Problem,6119,280,95.60%,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Heap (Priority Queue), Ordered Set",Hard,329678,744326,44.30%
117,Populating Next Right Pointers in Each Node II,6118,339,94.70%,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree",Medium,781835,1392028,56.20%
174,Dungeon Game,6111,118,98.10%,"Array, Dynamic Programming, Matrix",Hard,272413,681395,40.00%
445,Add Two Numbers II,6082,298,95.30%,"Linked List, Math, Stack",Medium,543665,877100,62.00%
486,Predict the Winner,6071,292,95.40%,"Array, Math, Dynamic Programming, Recursion, Game Theory",Medium,273214,488554,55.90%
583,Delete Operation for Two Strings,6057,92,98.50%,"String, Dynamic Programming",Medium,347579,538503,64.50%
946,Validate Stack Sequences,6054,128,97.90%,"Array, Stack, Simulation",Medium,351931,503565,69.90%
652,Find Duplicate Subtrees,6051,499,92.40%,"Hash Table, Tree, Depth-First Search, Binary Tree",Medium,300862,498967,60.30%
1470,Shuffle the Array,6046,334,94.80%,Array,Easy,827695,931302,88.90%
669,Trim a Binary Search Tree,6036,264,95.80%,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",Medium,329864,496659,66.40%
301,Remove Invalid Parentheses,6017,300,95.30%,"String, Backtracking, Breadth-First Search",Hard,486374,983937,49.40%
979,Distribute Coins in Binary Tree,5996,245,96.10%,"Tree, Depth-First Search, Binary Tree",Medium,217385,281572,77.20%
58,Length of Last Word,5984,335,94.70%,String,Easy,2964902,5194279,57.10%
1209,Remove All Adjacent Duplicates in String II,5980,122,98.00%,"String, Stack",Medium,385182,641350,60.10%
237,Delete Node in a Linked List,5963,1732,77.50%,Linked List,Medium,1838540,2217048,82.90%
168,Excel Sheet Column Title,5918,897,86.80%,"Math, String",Easy,663939,1497051,44.30%
403,Frog Jump,5876,273,95.60%,"Array, Dynamic Programming",Hard,314741,673018,46.80%
1277,Count Square Submatrices with All Ones,5869,114,98.10%,"Array, Dynamic Programming, Matrix",Medium,456815,566660,80.60%
443,String Compression,5868,8681,40.30%,"Two Pointers, String",Medium,935386,1591753,58.80%
834,Sum of Distances in Tree,5834,139,97.70%,"Dynamic Programming, Tree, Depth-First Search, Graph",Hard,174288,266517,65.40%
421,Maximum XOR of Two Numbers in an Array,5829,417,93.30%,"Array, Hash Table, Bit Manipulation, Trie",Medium,203228,380885,53.40%
665,Non-decreasing Array,5826,787,88.10%,Array,Medium,285209,1133290,25.20%
986,Interval List Intersections,5823,128,97.80%,"Array, Two Pointers, Line Sweep",Medium,532903,732081,72.80%
1071,Greatest Common Divisor of Strings,5814,1618,78.20%,"Math, String",Easy,841906,1590036,52.90%
29,Divide Two Integers,5801,15170,27.70%,"Math, Bit Manipulation",Medium,1010357,5399429,18.70%
904,Fruit Into Baskets,5791,514,91.80%,"Array, Hash Table, Sliding Window",Medium,698326,1408444,49.60%
132,Palindrome Partitioning II,5777,153,97.40%,"String, Dynamic Programming",Hard,365703,1022382,35.80%
1512,Number of Good Pairs,5745,280,95.40%,"Array, Hash Table, Math, Counting",Easy,972560,1084767,89.70%
1092,Shortest Common Supersequence ,5742,100,98.30%,"String, Dynamic Programming",Hard,277529,450910,61.50%
1365,How Many Numbers Are Smaller Than the Current Number,5730,151,97.40%,"Array, Hash Table, Sorting, Counting Sort",Easy,711965,816364,87.20%
792,Number of Matching Subsequences,5715,241,96.00%,"Array, Hash Table, String, Binary Search, Dynamic Programming, Trie, Sorting",Medium,260399,514167,50.60%
8,String to Integer (atoi),5713,15079,27.50%,String,Medium,2134435,10802851,19.80%
404,Sum of Left Leaves,5705,319,94.70%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",Easy,738611,1191795,62.00%
934,Shortest Bridge,5672,219,96.30%,"Array, Depth-First Search, Breadth-First Search, Matrix",Medium,256494,435291,58.90%
1658,Minimum Operations to Reduce X to Zero,5665,125,97.80%,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum",Medium,219137,545158,40.20%
474,Ones and Zeroes,5642,479,92.20%,"Array, String, Dynamic Programming",Medium,249225,506445,49.20%
1721,Swapping Nodes in a Linked List,5632,203,96.50%,"Linked List, Two Pointers",Medium,422144,613874,68.80%
905,Sort Array By Parity,5589,156,97.30%,"Array, Two Pointers, Sorting",Easy,942239,1234206,76.30%
968,Binary Tree Cameras,5572,87,98.50%,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",Hard,172664,364175,47.40%
856,Score of Parentheses,5565,230,96.00%,"String, Stack",Medium,211203,332067,63.60%
413,Arithmetic Slices,5550,303,94.80%,"Array, Dynamic Programming, Sliding Window",Medium,347479,536140,64.80%
93,Restore IP Addresses,5513,813,87.10%,"String, Backtracking",Medium,565631,1047939,54.00%
637,Average of Levels in Binary Tree,5506,348,94.10%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",Easy,683517,918937,74.40%
383,Ransom Note,5472,537,91.10%,"Hash Table, String, Counting",Easy,1727823,2659939,65.00%
190,Reverse Bits,5462,1626,77.10%,"Divide and Conquer, Bit Manipulation",Easy,1072898,1669300,64.30%
1312,Minimum Insertion Steps to Make a String Palindrome,5456,73,98.70%,"String, Dynamic Programming",Hard,269640,368772,73.10%
1584,Min Cost to Connect All Points,5443,142,97.50%,"Array, Union Find, Graph, Minimum Spanning Tree",Medium,409669,588724,69.60%
1319,Number of Operations to Make Network Connected,5441,83,98.50%,"Depth-First Search, Breadth-First Search, Union Find, Graph",Medium,317119,484405,65.50%
1207,Unique Number of Occurrences,5422,153,97.30%,"Array, Hash Table",Easy,894583,1140442,78.40%
1838,Frequency of the Most Frequent Element,5421,290,94.90%,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum",Medium,233102,525662,44.30%
980,Unique Paths III,5398,196,96.50%,"Array, Backtracking, Bit Manipulation, Matrix",Hard,240432,291303,82.50%
538,Convert BST to Greater Tree,5368,180,96.80%,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",Medium,338396,477474,70.90%
654,Maximum Binary Tree,5364,350,93.90%,"Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree",Medium,342297,397501,86.10%
